id,name_ja,name_en,local_name,ingredient_family,base_ingredients,form,shape,processing,cooking_method,fermented,texture,region,country_area,served_with,staple_level,search_keywords,similar_foods,notes,source_url,confidence,review_status,production_volume_note,price_level,cultivation_ease,satiety_level,calories_kcal_per_100g,calorie_basis,deliciousness_level,sweetness_level,taste_profile,storage_duration,storage_method,popularity_level,metrics_source_url,metrics_confidence,metrics_note
39,ウガリ,Ugali,Ugali,grain,"maize, millet, sorghum",stiff porridge,固い粥/塊,製粉,練り煮る,false,硬め/手で取る,Africa,"East Africa, Southern Africa","シチュー, 野菜, 肉",primary_staple,"とうもろこし,固い粥,アフリカ,手で食べる","サザ,フフ,ポレンタ",アフリカ各地の主食的な練り粥,https://en.wikipedia.org/wiki/Staple_food,0.72,starter,very_high_global_crop; see FAOSTAT,low,medium_high,high,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
40,サザ,Sadza,Sadza,grain,maize,stiff porridge,固い粥/塊,製粉,練り煮る,false,硬め,Africa,Zimbabwe,"レリッシュ, 肉, 野菜",primary_staple,"とうもろこし,ジンバブエ,固い粥","ウガリ,パップ",南部アフリカのとうもろこし主食,https://en.wikipedia.org/wiki/Staple_food,0.62,starter,very_high_global_crop; see FAOSTAT,low,medium_high,high,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
41,パップ,Pap,Pap,grain,maize,porridge,粥/塊,製粉,煮る,false,柔らかい〜硬い,Africa,South Africa,"肉, 野菜, ソース",primary_staple,"とうもろこし,南アフリカ,粥","ウガリ,サザ",南アフリカのとうもろこし粥,https://en.wikipedia.org/wiki/Staple_food,0.62,starter,very_high_global_crop; see FAOSTAT,low,medium_high,medium,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
42,バンクー,Banku,Banku,grain_root,"maize, cassava",fermented dough dumpling,団子/塊,"発酵, 練る",練り煮る,true,酸味/もちっと,West Africa,Ghana,"スープ, 魚, ソース",primary_staple,"とうもろこし,キャッサバ,発酵,ガーナ","ケンケ,フフ",明治ページでガーナの主食例として紹介,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.91,starter,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium_high,low,"fermented, sour",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
43,ケンケ,Kenkey,Kenkey,grain,maize,fermented dough dumpling,包み団子,"発酵, 練る, 包む",蒸す/煮る,true,酸味/固め,West Africa,Ghana,"魚, ソース",primary_staple,"とうもろこし,発酵,ガーナ,包む",バンクー,明治ページでガーナの主食例として紹介,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.9,starter,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium_high,low,"fermented, sour",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
44,インジェラ,Injera,Injera,grain,"teff, sometimes other grains",fermented flatbread,大きい薄焼き,"製粉, 発酵",焼く,true,酸味/スポンジ状,Horn of Africa,"Ethiopia, Eritrea","ワット, シチュー",primary_staple,"テフ,発酵,薄焼き,エチオピア,酸味","ラホーフ,ドーサ",エチオピア・エリトリアの発酵薄焼き主食,https://en.wikipedia.org/wiki/Injera,0.9,starter,regional_cereal; Ethiopia/Eritrea focus,medium_high,medium,high,230,prepared flatbread average,subjective_medium_high,low,"fermented, sour, toasty, nutty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
45,ラホーフ,Lahoh,Lahoh,grain,"sorghum, wheat, maize",fermented flatbread,薄焼き,"製粉, 発酵",焼く,true,スポンジ状/酸味,Horn of Africa/Arabia,"Somalia, Yemen, Djibouti","シチュー, 蜂蜜, ギー",primary_or_common,"発酵,薄焼き,ソマリア,イエメン","インジェラ,ドーサ",インジェラに近い発酵パン,https://en.wikipedia.org/wiki/Staple_food,0.57,starter,important_dryland_cereal; see FAOSTAT,low,high,high,230,prepared flatbread average,subjective_medium_high,low,"fermented, sour, toasty, nutty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
46,カーシャ,Kasha,Kasha,grain,"buckwheat, oats, millet, barley, others",porridge,粥/粒状,穀物を煮る,煮る,false,柔らかい/粒状,Eastern Europe,"Russia, Ukraine, Eastern Europe","牛乳, スープ, 肉料理",primary_or_common,"穀物,粥,ロシア,そば,煮る","粥,グリッツ",明治ページでロシアの主食例として紹介,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.87,starter,regional_pseudocereal,medium,medium,medium,80,cooked porridge average,subjective_medium_high,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
47,蕎麦,Soba,Soba,pseudocereal,"buckwheat, wheat",noodle,細麺,"製粉, 練る, 成形",茹でる,false,香り/つるつる,East Asia,Japan,"つゆ, 薬味",common_meal,"そば,麺,日本,茹でる","うどん,パスタ",蕎麦粉を使う日本の麺,https://en.wikipedia.org/wiki/Staple_food,0.66,starter,regional_pseudocereal,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
48,テフ粥,Teff porridge,Genfo-like,grain,teff,porridge,粥,製粉,煮る,false,濃い粥,Horn of Africa,"Ethiopia, Eritrea","バター, スパイス",common_breakfast,"テフ,粥,エチオピア","インジェラ,カーシャ",テフを使った粥系主食,https://en.wikipedia.org/wiki/Staple_food,0.52,starter,regional_cereal; Ethiopia/Eritrea focus,medium_high,medium,medium,80,cooked porridge average,subjective_medium,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
49,ミレット粥,Millet porridge,,grain,millet,porridge,粥,製粉/粒,煮る,false,柔らかい,Africa/Asia,"Sahel, China, India","牛乳, スープ, 野菜",primary_or_common,"キビ,粥,サヘル,アジア","カーシャ,ソルガム粥",キビはFAOが主要主食作物として挙げる,https://www.fao.org/4/U8480E/U8480E07.htm,0.72,starter,important_dryland_cereal; see FAOSTAT,low,high,medium,80,cooked porridge average,subjective_medium_high,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
50,ソルガム粥,Sorghum porridge,,grain,sorghum,porridge,粥/塊,製粉,煮る,false,柔らかい〜硬い,Africa/Asia,"Sahel, East Africa, India","シチュー, 牛乳",primary_staple,"ソルガム,粥,アフリカ","ミレット粥,ウガリ",ソルガムはFAOが主要主食作物として挙げる,https://www.fao.org/4/U8480E/U8480E07.htm,0.75,starter,important_dryland_cereal; see FAOSTAT,low,high,medium,80,cooked porridge average,subjective_medium_high,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
51,ジャガイモ,Potatoes,,tuber,potato,boiled/mashed tuber,塊,"洗浄, 皮むき",茹でる/焼く/蒸す,false,ほくほく,Global,"Europe, Andes, Global","肉, 魚, ソース",primary_or_secondary,"じゃがいも,塊茎,茹でる,ヨーロッパ","マッシュポテト,ニョッキ",FAOが主食根菜として挙げる。明治ページでもドイツの主食例,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.9,starter,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium_high,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
52,マッシュポテト,Mashed potatoes,,tuber,potato,mash,ペースト,"茹でる, 潰す",茹でる,false,なめらか,Europe/North America,"Germany, UK, Ireland, US, Global","肉料理, グレイビー",primary_or_side,"じゃがいも,潰す,マッシュ,ヨーロッパ","ジャガイモ,ポレンタ",明治ページでドイツのジャガイモの食べ方例,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.86,starter,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium_high,low,mild,medium,cool dark ventilated place,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
53,ニョッキ,Gnocchi,Gnocchi,tuber_grain,"potato, wheat",dumpling,小さな団子,"潰す, 練る, 成形",茹でる,false,もちっと,Europe,Italy,"ソース, チーズ",common_meal,"じゃがいも,団子,イタリア,茹でる","パスタ,餅",じゃがいもベースの団子状食品,https://en.wikipedia.org/wiki/Staple_food,0.6,starter,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium,low,mild,medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
54,キャッサバ,Cassava staple,Yuca/Manioc,root,cassava,boiled/root dish,塊/粉/ペースト,"皮むき, 毒抜き, 粉化など",茹でる/蒸す/焼く,false,ほくほく/多様,Africa/Latin America,"West Africa, Central Africa, Brazil, Caribbean","シチュー, 魚, ソース",primary_staple,"キャッサバ,根菜,アフリカ,南米","フフ,ガリ,アチェケ",FAOが主食根菜として挙げる,https://www.fao.org/4/U8480E/U8480E07.htm,0.88,starter,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
55,フフ,Fufu,Fufu,root_fruit,"cassava, yam, plantain",pounded dough,団子/塊,"茹でる, 搗く/練る",茹でる,false,もちもち/柔らかい,West/Central Africa,"Ghana, Nigeria, Cameroon, DRC","スープ, シチュー",primary_staple,"キャッサバ,ヤム,プランテン,ガーナ,もちもち","ウガリ,バンクー",明治ページでガーナの主食として紹介,https://www.meiji.co.jp/meiji-shokuiku/worldculture/staplefood/,0.94,starter,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,mild,medium_long,dried/fermented products airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
56,ガリ,Garri,Garri,root,cassava,granules/flour,粒/粉,"すりおろし, 発酵, 脱水, 炒る",戻す/練る,true,粒状/もちっと,West Africa,"Nigeria, Ghana, West Africa","水, スープ, シチュー",primary_staple,"キャッサバ,発酵,粒,西アフリカ","エバ,アチェケ",キャッサバ加工食品,https://en.wikipedia.org/wiki/Staple_food,0.62,starter,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,fermented,medium_long,dried/fermented products airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
57,エバ,Eba,Ẹ̀bà,root,cassava garri,stiff dough,塊,ガリを湯で練る,練る,true,もちっと/硬め,West Africa,"Nigeria, Ghana","スープ, シチュー",primary_staple,"ガリ,キャッサバ,練る,ナイジェリア","フフ,ウガリ",ガリから作る主食,https://en.wikipedia.org/wiki/Staple_food,0.61,starter,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,fermented,medium_long,dried/fermented products airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.45,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
